"Name","Address","Phone","Category","Website","Rating","Reviews","Price Range","Hours","Description","Merchant Verified","Business Closed","Dine-In","Takeout","Delivery","Review 1 Text","Review 1 Score","Review 2 Text","Review 2 Score","Review 3 Text","Review 3 Score","Image URL","Listing CID","Lat","Long","Listing URL","Email","Facebook","Twitter","Instagram","LinkedIn"
"BUNG CHAMP","609 ซอย อ่อนนุช 66 แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250","0616428898","ร้านขายกัญชาในกรุงเทพมหานคร","https://line.me/ti/p/e7MMCmG9JN","4.8","23",""," วันจันทร์ 9:00–22:00, วันอังคาร 9:00–22:00, วันพุธ 9:00–22:00, วันพฤหัสบดี 9:00–22:00, วันศุกร์ 9:00–22:00, วันเสาร์ 9:00–22:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 9:00–22:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","Perfect งานดี รสชาติไม่เหมือนใคร และแม่ค้าใจดี เป็นกันเอง มากๆครับ","ได้รับ 5.0 จาก 5 ดาว,","สินค้าดีมีคุณภาพร้านนี้แนะนำ เจ้าของร้านใจดีเป็นกันเองครับ","ได้รับ 5.0 จาก 5 ดาว,","เมาดี ของเค้าดีจริง แนะนำร้านนี้เลย โอกาสหน้ามาอุดหนุนใหม่ครับ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","4348746604317572192","13.7041454","100.6489132","http://maps.google.com/maps/place?cid=4348746604317572192","","","","",""
"High Society Cannabis Club Suan Plu","313 2 ซอย นราธิวาสราชนครินทร์ 9 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120","0800063496","ร้านขายกัญชาในกรุงเทพมหานคร","https://www.highsociety-thailand.com/","4.9","180",""," วันจันทร์ 9:00–1:00, วันอังคาร 9:00–1:00, วันพุธ 9:00–1:00, วันพฤหัสบดี 9:00–1:00, วันศุกร์ 9:00–1:00, วันเสาร์ 9:00–1:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 9:00–1:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","บริการดีมากครับ เป็นกันเองมากๆ ขอบคุณมากๆนะครับ💚🙏","ได้รับ 5.0 จาก 5 ดาว,","บริการดีกันเองมากๆพูดจาสุภาพ","ได้รับ 5.0 จาก 5 ดาว,","","","https://lh5.googleusercontent.com/p/AF1QipNE9J0qBt0K9F70BAfCB4vT13nut7rUAlwihARN","17147502614889158199","13.7202126","100.53742299999999","http://maps.google.com/maps/place?cid=17147502614889158199","","","","",""
"SUPERWEED BKK ร้านกัญชา ร้านขายกัญชา","113 ถ. รามอินทรา ท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220","0972341816","ร้านขายกัญชาในกรุงเทพมหานคร","https://m.facebook.com/Superweedth-128323500174327/?mibextid=LQQJ4d","4.9","13",""," วันจันทร์ 12:00–22:30, วันอังคาร 12:00–22:30, วันพุธ 12:00–22:30, วันพฤหัสบดี 12:00–22:30, วันศุกร์ 12:00–22:30, วันเสาร์ 12:00–22:30, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 12:00–22:30<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","บรรยากาศดีมาก พนักงานบริการดี ร้านสะอาด","ได้รับ 5.0 จาก 5 ดาว,","ร้านดี ดอกไม้เมามีให้เลือกมากมาย","ได้รับ 5.0 จาก 5 ดาว,","มีบริการดูดในร้านไหมคับ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","5281775562227492572","13.848399599999999","100.64894939999999","http://maps.google.com/maps/place?cid=5281775562227492572","","","","",""
"420 Weed Cannabis "แวะเติม WEAR TERM"","591 ซ. สมเด็จพระเจ้าตากสิน 32 แขวงบุคคโล ธนบุรี กรุงเทพมหานคร 10600","0951985354","ร้านขายกัญชาในกรุงเทพมหานคร","https://lin.ee/2q9HdLk","4.7","19",""," วันจันทร์ 17:00–2:00, วันอังคาร 17:00–2:00, วันพุธ 17:00–2:00, วันพฤหัสบดี 17:00–2:00, วันศุกร์ 17:00–2:00, วันเสาร์ 17:00–2:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 17:00–2:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","ดีครับ ราคาเป็นกันเอง คนขายพูดดี ของดีบอกต่อครับ😊","ได้รับ 5.0 จาก 5 ดาว,","เจ้าของร้านเป็นกันเอง เนื้อเมาดีครับ","ได้รับ 5.0 จาก 5 ดาว,","พ่อค้า เป็นกัญเอง ราคาไม่สร้างบ้าน แนะนำครับ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipNOKD-yu2sYwjbQiYC5iEoVsBRa-AxOQ6piLclF","6263332706941107009","13.705130899999999","100.48531609999999","http://maps.google.com/maps/place?cid=6263332706941107009","","","","",""
"Cloud Nine surawong","178 ถ. สุรวงศ์ แขวงสี่พระยา เขตบางรัก กรุงเทพมหานคร 10500","0632623420","ร้านขายกัญชาในกรุงเทพมหานคร","https://cloudninethailand.com/cloud-nine-surawong/","5.0","916",""," วันจันทร์ 10:00–2:00, วันอังคาร 10:00–2:00, วันพุธ 10:00–2:00, วันพฤหัสบดี 10:00–2:00, วันศุกร์ 10:00–2:00, วันเสาร์ 10:00–2:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–2:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","ที่ร้านน่าสนใจและมีดอกกัญชาหลายตัวมากๆพนักงานที่ร้านน่ารักมากๆเลยค่ะบริการดี🔥💝💝","ได้รับ 5.0 จาก 5 ดาว,","พี่ที่นี่เป็นกันเองมากครับ มาเเบบสบายๆ มีให้เลือกเยอะมากครับ ร้านสวยสะอาดครับ","ได้รับ 5.0 จาก 5 ดาว,","ร้านบรรยากาศดี มีสินค้าหลากหลายแบบให้เลือกซื้อ พี่ๆในร้านแนะนำได้ดีมากค่ะ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","7644306300912535773","13.7286453","100.5271564","http://maps.google.com/maps/place?cid=7644306300912535773","","","","",""
"HOMOBIS ร้านกัญชา รังสิต คลองสาม","45 3 คลองสาม อำเภอคลองหลวง ปทุมธานี 12120","0928599045","ร้านขายกัญชาในตำบล คลองสาม","https://page.line.me/625dyego","5.0","25",""," วันจันทร์ เปิด 24 ชั่วโมง, วันอังคาร เปิด 24 ชั่วโมง, วันพุธ เปิด 24 ชั่วโมง, วันพฤหัสบดี เปิด 24 ชั่วโมง, วันศุกร์ เปิด 24 ชั่วโมง, วันเสาร์ เปิด 24 ชั่วโมง, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> เปิด 24 ชั่วโมง<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","เเนะนำเลยครับบรรยากาศดีมีเนื้อให้เลือกหลากหลายอยากได้ฟิวไหนบอกทางร้านได้เลยครับ","ได้รับ 5.0 จาก 5 ดาว,","เเนะนำเลยครับ.. บริการดีแนะนำดีมากครับ เติมเพลินๆๆกับชาดอกไม้ ..ดีจริง","ได้รับ 5.0 จาก 5 ดาว,","ร้านดีๆที่แนะนำเลยครับ แล้วคุณจะหลงรักพวกเค้า✨","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipOK0rF04Q4QO0UWFX6Rn2fneLyQy_MNTU9tSInh","15245274153932115134","14.043591699999999","100.6640508","http://maps.google.com/maps/place?cid=15245274153932115134","","","","",""
"OG Monkey Farm","220 แขวงบุคคโล ธนบุรี กรุงเทพมหานคร 10600","0992281898","ร้านขายกัญชาในกรุงเทพมหานคร","https://instagram.com/og_monkeybuds_farm?igshid=YmMyMTA2M2Y=","5.0","8","","","Monkey Bud Farm กัญชาคุณภาพดี คุ้มค่าเกินราคา.* ทางร้านตอนนี้จะเป็นการสั่งแบบออนไลนะครับเนื่องจากทางร้านได้มีการปรับปรุง ซ่อมแซมบางส่วน จึงไม่สะดวกให้เข้ามาที่ร้าน *ทางเราได้ทำการความคุมคัดเกรดและคุณภาพของช่อดอกทุกสายพันธุ์...แสดงเพิ่ม","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/","7574947235235978408","13.7155253","100.4820123","http://maps.google.com/maps/place?cid=7574947235235978408","","","","",""
"ร้านกัญชาป่ากล้วย","12 94 ซ.ป่ากล้วย2 เขต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900","0834800998","ร้านขายกัญชา","https://line.me/ti/p/QY3cEe2mDw","5.0","1","","","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/AF1QipPQdqJSXP_ZSKlKO9Yf-IZG4DSek4un7zN_naRd","7713610644713790728","13.821202","100.5462641","http://maps.google.com/maps/place?cid=7713610644713790728","","","","",""
"ร้านขายกัญชา Tare High37 สาขา พรานนก","511 412 ซอย จรัญสนิทวงศ์ 37 แขวงบางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร 10700","0821265938","ร้านขายกัญชาในกรุงเทพมหานคร","","5.0","21",""," วันจันทร์ 12:00–22:00, วันอังคาร 12:00–22:00, วันพุธ 12:00–22:00, วันพฤหัสบดี 12:00–22:00, วันศุกร์ 12:00–22:00, วันเสาร์ 12:00–22:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 12:00–22:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","ดีครับ บริการ ของมีคุณมีคุณภาพ","ได้รับ 5.0 จาก 5 ดาว,","ราคาดีมากครับ เป็นกันเองมากครับ.","ได้รับ 5.0 จาก 5 ดาว,","ร้านนี้ของดีคับ พ่อค้านิสัยดีทุกคน","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","76393163452315218","13.7620425","100.46895769999999","http://maps.google.com/maps/place?cid=76393163452315218","","","","",""
"ยอดมนุษย์กัญชาคาเฟ่ สาขา เอส วี ซิตี้ คอนโดมิเนียม พระราม3","25 ถ. พระรามที่ 3 แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120","028215277","ร้านกาแฟ","","5.0","2",""," วันจันทร์ เปิด 24 ชั่วโมง, วันอังคาร เปิด 24 ชั่วโมง, วันพุธ เปิด 24 ชั่วโมง, วันพฤหัสบดี เปิด 24 ชั่วโมง, วันศุกร์ เปิด 24 ชั่วโมง, วันเสาร์ เปิด 24 ชั่วโมง, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> เปิด 24 ชั่วโมง<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/AF1QipPSwrcdPOBFCDeBvaOBGID7NL5dn0m65xncL42s","10670676593845330125","","","http://maps.google.com/maps/place?cid=10670676593845330125","","","","",""
"ไฮแลนด์ คาเฟ่","12 7 ถ. ลาดพร้าว แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900","0873308506","บาร์","","4.7","291",""," วันจันทร์ 16:20–23:30, วันอังคาร 16:20–23:30, วันพุธ 16:20–23:30, วันพฤหัสบดี 16:20–23:30, วันศุกร์ 16:20–23:30, วันเสาร์ 16:20–23:30, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 16:20–23:30<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","ร้านเล็กๆ มีสองชั้น อยุ่ตรงทางออกรถไฟฟ้าใต้ดิน เบียร์พรึ่บ กัญชาเพียบ 😂😂","ได้รับ 5.0 จาก 5 ดาว,","มีคราฟเบียร์และกัญชาจำหน่าย ร้านดี เจ้าของร้านเป็นกันเอง","ได้รับ 5.0 จาก 5 ดาว,","คาเฟและบาร์ตรง 5 แยกลาดพร้าว มีกัญชากับคราฟต์เบียร์เป็นจุดขาย","ได้รับ 4.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","18094221469820164216","13.812987099999999","100.5605832","http://maps.google.com/maps/place?cid=18094221469820164216","","","","",""
"B Good","1, 10 ซอย สุขุมวิท 37 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110","0961474522","ร้านขายกัญชาในกรุงเทพมหานคร","https://lin.ee/PBc54Os","5.0","448",""," วันจันทร์ เปิด 24 ชั่วโมง, วันอังคาร เปิด 24 ชั่วโมง, วันพุธ เปิด 24 ชั่วโมง, วันพฤหัสบดี เปิด 24 ชั่วโมง, วันศุกร์ เปิด 24 ชั่วโมง, วันเสาร์ เปิด 24 ชั่วโมง, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> เปิด 24 ชั่วโมง<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","HeyB Good DispensaryOPEN EVERYDAY24 hours🛵 For Delivery :Delivery fee depends on the distance.cash on delivery (no minimum)24/7Products✅Cannabis✅Drinks✅Can order as grams✅ pre rolls on orders✅CBD product available✅AccessoriesIf...แสดงเพิ่ม","Yes","No","No","No","No","น้องพนักงานน่ารักมากๆค่ะ บริการดีมากๆ","ได้รับ 5.0 จาก 5 ดาว,","ร้านบรรยากาศดีครับ ของดีมาลองได้ครับ","ได้รับ 5.0 จาก 5 ดาว,","บริการดีมากค่าพี่เจ้สของใจดี","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipM0g27O1paXdCCXIOZpQU48K2yQgIRT5hbKPTUs","15277706136726143429","13.730866299999999","100.5703782","http://maps.google.com/maps/place?cid=15277706136726143429","","","","",""
"บัดเทนเดอร์บอย แคนนาบิส ดิสเพนซารี่","ถ. รามอินทรา แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230","0969949899","ร้านขายกัญชาในกรุงเทพมหานคร","https://lin.ee/Fn68ima","5.0","96",""," วันจันทร์ 11:30–22:00, วันอังคาร 11:30–22:00, วันพุธ 11:30–22:00, วันพฤหัสบดี 11:30–22:00, วันศุกร์ 11:30–22:00, วันเสาร์ 10:30–22:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:30–22:00<div><span>เวลาทำการในวันหยุด</span></div>,","","Yes","No","No","No","No","ของมีคุณภาพเจ้าของร้านน่ารัก อัธยาศัยดีเป็นกันเองมากๆครับ","ได้รับ 5.0 จาก 5 ดาว,","คนไม่เคยลอง เข้ามาสอบถามพูดคุยได้ครับ น้องผู้หญิงให้คำแนะนำดีครับ😁","ได้รับ 5.0 จาก 5 ดาว,","สินค้าคุณภาพดี พี่ที่ร้านแนะนำบริการสุดประทับใจเลยครับ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","4484073638041506302","","","http://maps.google.com/maps/place?cid=4484073638041506302","","","","",""
"Sawadee Sativa","3 Chaloem Loke Bridge , Ratchadamri Road Level1, Room D แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330","0851945151","ร้านขายกัญชาในกรุงเทพมหานคร","https://www.facebook.com/sawadeesativa","5.0","1.2K",""," วันจันทร์ 11:00–23:30, วันอังคาร 11:00–23:30, วันพุธ 11:00–23:30, วันพฤหัสบดี 11:00–23:30, วันศุกร์ 11:00–23:30, วันเสาร์ 11:00–23:30, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 11:00–23:30<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","Welcome to Sawadee Sativa Dispensary, Thailand's Green Paradise! Our top-quality strains will take your senses on a wild ride🌿, a moment of pure joy you won't forget.Experience the elegance and relaxation of our atmosphere 🪐while being situated...แสดงเพิ่ม","Yes","No","No","No","No","ร้านของราคาเป็นกันเอง คุณภาพดีมาก","ได้รับ 5.0 จาก 5 ดาว,","ดอกดีมาตราฐาน มีห้องสูบให้ด้วย ดอกเยอะมาก","ได้รับ 5.0 จาก 5 ดาว,","เมามากครับพี่เเค่กลิ่นก็เมาเเล้วครับ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipOmJZJkVfyk9z6ao7HXBef0mrzx2Qhooy7ENQO6","14171986354817230340","","","http://maps.google.com/maps/place?cid=14171986354817230340","","","","",""
"Thai cannabis dispensary","76 ซอย รามบุตรี แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200","0982677792","ร้านขายกัญชาในกรุงเทพมหานคร","https://lin.ee/zWaXlpL","4.9","59",""," วันจันทร์ 9:00–3:00, วันอังคาร 9:00–3:00, วันพุธ 9:00–3:00, วันพฤหัสบดี 9:00–3:00, วันศุกร์ 9:00–3:00, วันเสาร์ 9:00–3:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 9:00–3:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","เก้าอี้นั่งด้านนอกชิวมาก โซฟาด้านในก็สบายแอร์เย็นผ่อนคลายมาก พนักงานบริการดีด้วย","ได้รับ 5.0 จาก 5 ดาว,","บรรยากาศดีครับร้านนี้ฟิวได้ของดีสุดๆ","ได้รับ 5.0 จาก 5 ดาว,","","","https://lh5.googleusercontent.com/p/","4754721288998295877","13.7602133","100.4968822","http://maps.google.com/maps/place?cid=4754721288998295877","","","","",""
"Four Twenty Dispensary - The Loft Sukhumvit 22","12/3 ซ. สุขุมวิท 22 แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110","0653954050","ร้านขายกัญชาในกรุงเทพมหานคร","http://www.fourtwenty.ltd/","4.9","826",""," วันจันทร์ 10:00–2:00, วันอังคาร 10:00–2:00, วันพุธ 10:00–2:00, วันพฤหัสบดี 10:00–2:00, วันศุกร์ 10:00–2:00, วันเสาร์ 10:00–2:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–2:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","สินค้าดีมีคุณภาพ ราคาดีงาม พนักงานเป็นกันเอง บรรยากาศร้านดีเว่ออออ ต้องลองแล้ว 😊","ได้รับ 5.0 จาก 5 ดาว,","พนักงานน่ารักค่ะ น้องฝนบริการดีมาก","ได้รับ 5.0 จาก 5 ดาว,","แปลกหูแปลกตา สถานที่สะอาด ของหลากหลาย","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/AF1QipMqxLBBtiBg3zRLDKqQ6c3Bj8rgIrwswlHsqUqU","6363516628390004882","13.7321093","100.5650199","http://maps.google.com/maps/place?cid=6363516628390004882","","","","",""
"Backy Buds","689 ถ. จรัญสนิทวงศ์ แขวงบางอ้อ เขตบางพลัด กรุงเทพมหานคร 10700","0855312201","ร้านขายกัญชาในกรุงเทพมหานคร","https://lin.ee/CkimXAy","5.0","23",""," วันจันทร์ ปิดทำการ, วันอังคาร 17:00–0:00, วันพุธ 18:00–0:00, วันพฤหัสบดี 18:00–0:00, วันศุกร์ 18:00–0:00, วันเสาร์ 18:00–0:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> ปิดทำการ,","🏎️Delivery service to the location. 🏎️If it's not convenient to come to the shop, contact via facebook: Bcck Buds ig:backybuds📌มีบริการจัดส่งไลน์แมนทั่วกทม.ปริณฑลได้สินค้าภายใน 1 ชม.🚀🚀หรือเชิญแวะมาเยี่ยมชมดอกไม้พร้อมแจกันสวยๆได้เลยนะครับ...แสดงเพิ่ม","Yes","No","No","No","No","บริการดีพ่อค้าเป็นกันเองมากเลยค่ะ ราคาดีดอกไม้มีคุณภาพ","ได้รับ 5.0 จาก 5 ดาว,","ของดีตั้งแต่OGยันอุปกรณ์ครับร้านนี้","ได้รับ 5.0 จาก 5 ดาว,","ราคาดี ดอกสวย พ่อค้าให้คำแนะนำดีมากค่ะ ไว้จะมาอุดหนุนอีกนะคะ","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","11719088511370012653","13.8066712","100.5119376","http://maps.google.com/maps/place?cid=11719088511370012653","","","","",""
"Greencity420","120 46 ถ. พญาไท แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400","0842024288","ร้านขายกัญชาในกรุงเทพมหานคร","","4.8","18",""," วันจันทร์ 11:00–23:00, วันอังคาร 11:00–23:00, วันพุธ 11:00–23:00, วันพฤหัสบดี 11:00–23:00, วันศุกร์ 11:00–23:00, วันเสาร์ 11:00–23:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 11:00–23:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/AF1QipNcbKKqwuKWrdEvTQ3WWGzFcN4Ebl32CRVAe-e-","15896923759436880818","13.7540967","100.5406196","http://maps.google.com/maps/place?cid=15896923759436880818","","","","",""
"Sane stock","บ้านถม 154 ถ. สามเสน แขวงบ้านพานถม เขตพระนคร กรุงเทพมหานคร 10220","0636614153","ร้านขายกัญชาในกรุงเทพมหานคร","https://www.instagram.com/sanestock/","5.0","25",""," วันจันทร์ 11:00–0:00, วันอังคาร 11:00–0:00, วันพุธ 11:00–0:00, วันพฤหัสบดี 16:30–0:00, วันศุกร์ 12:00–2:00, วันเสาร์ 12:00–2:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 12:00–2:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","","","","","","","https://lh5.googleusercontent.com/p/","599163651969470340","13.7650568","100.50015590000001","http://maps.google.com/maps/place?cid=599163651969470340","","","","",""
"Leaf Cannabis Cafe","470 Soi Suanplu แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120","0837588126","ร้านกาแฟ","https://www.facebook.com/leafcannacafe","4.5","151",""," วันจันทร์ 10:00–20:00, วันอังคาร 10:00–20:00, วันพุธ 10:00–20:00, วันพฤหัสบดี 10:00–20:00, วันศุกร์ 10:00–20:00, วันเสาร์ 10:00–20:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–20:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","คนขายน่ารัก ใจดี บริการเป็นกันเอง","ได้รับ 5.0 จาก 5 ดาว,","กาแฟเข้มข้นสูตรพิเศษ","ได้รับ 5.0 จาก 5 ดาว,","","","https://lh5.googleusercontent.com/p/AF1QipOTZu9JibtF8jgREbGgYk-d8Iid1gwMPnY0vdQ4","8804331772301778121","13.719787799999999","100.538101","http://maps.google.com/maps/place?cid=8804331772301778121","","","","",""
"CANNABIS TWINS Silom","69, 2 ถ. ศาลาแดง แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500","0824204266","ร้านขายกัญชา","https://www.cannabistwins.com/menu","5.0","887",""," วันจันทร์ 10:00–2:00, วันอังคาร 10:00–2:00, วันพุธ 10:00–2:00, วันพฤหัสบดี 10:00–2:00, วันศุกร์ 10:00–2:00, วันเสาร์ 10:00–2:00, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 10:00–2:00<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","We sell quality cannabis flowers (THC and CBD), edibles (THC and CBD) (CBD gummies, oils, brownies, cookies and chocolate bar), and related accessories at reasonable prices.Parking11:00-21:00 MK Gold (opposite, THB 50/hr)17:00-00:00 Tent (THB 100...แสดงเพิ่ม","Yes","No","No","No","No","ร้านดีมากๆครับ ทั้งของทั้งพนักงาน คุณเกมน่ารักมากๆครับ","ได้รับ 5.0 จาก 5 ดาว,","ร้านบรรยากาศดี กัญราคาดี พนักงานบริการเป็นใจ ลูกค้าได้รับความใส่ใจเต็มที่ครับ","ได้รับ 5.0 จาก 5 ดาว,","บริการทุกระดับประทับใจ ของดีมีคุณภาพ ฝากมาตำๆยำๆด้วยเด้อออ สหายสายเขียวทุกท่าน💚","ได้รับ 5.0 จาก 5 ดาว,","https://lh5.googleusercontent.com/p/","7642099865265449663","13.726352499999999","100.5373365","http://maps.google.com/maps/place?cid=7642099865265449663","","","","",""
"Jiant​&sonSWEEDไจแอ็น​ แอนด์​ ซัน​ วีด","305 11 ถ. ท่าดินแดง เขตคลองสาน กรุงเทพมหานคร 10600","0616643949","ร้านขายกัญชาในกรุงเทพมหานคร","https://www.facebook.com/profile.php?id=61551168277114&mibextid=ZbWKwL","5.0","8",""," วันจันทร์ ปิดทำการ, วันอังคาร 11:00–16:15, 18:00–22:30, วันพุธ 11:00–16:15, 18:00–22:30, วันพฤหัสบดี 11:00–22:30, วันศุกร์ 11:00–16:15, 18:00–22:30, วันเสาร์ 11:00–22:30, วันอาทิตย์<div>(วันคล้ายวันสวรรคตพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร)</div> 11:00–22:30<div><span>เวลาทำการอาจแตกต่างกันไป</span></div>,","","Yes","No","No","No","No","บริการดีครับ เป็นกันเองราคาดีจับต้องง่ายเมาทุกตัว","ได้รับ 5.0 จาก 5 ดาว,","อเมซิ่งมากๆ ทั้งราคาและคุณภาพ 👍","ได้รับ 5.0 จาก 5 ดาว,","","","https://lh5.googleusercontent.com/p/AF1QipN2eq6qvUvQtGEtSBF6Igxnmk3kX_vNXRvVfVUo","15937167215015971720","13.7333517","100.5024016","http://maps.google.com/maps/place?cid=15937167215015971720","","","","",""
